,a1,d,item,question
item355,1.41476161419384,3.57589978463702,tata tatuś,Czy Twoje dziecko mówi
item356,2.33504698879621,1.5454036086787,własne imię,Czy Twoje dziecko mówi
item357,3.06517017569379,1.08599027574489,wujek,Czy Twoje dziecko mówi
item358,2.09078446148401,1.93473866120572,cześć,Czy Twoje dziecko mówi
item359,3.72083890878191,0.498699587418552,dzień dobry,Czy Twoje dziecko mówi
item360,3.37439896663492,0.342696045402409,do widzenia,Czy Twoje dziecko mówi
item361,3.69721406549373,0.011914555185596,dobranoc,Czy Twoje dziecko mówi
item362,3.82497280973113,1.52181136586606,dziękuję,Czy Twoje dziecko mówi
item363,3.76952850302315,1.33968894219705,proszę,Czy Twoje dziecko mówi
item364,4.27964454839401,0.469063085504534,przepraszam,Czy Twoje dziecko mówi
item365,1.48230133139065,1.34693262921587,halo,Czy Twoje dziecko mówi
item366,1.52229241024244,3.84518556925825,pa pa ,Czy Twoje dziecko mówi
item367,2.02631510388727,3.21806758967314,tak,Czy Twoje dziecko mówi
item368,1.61467307480406,3.4037152461555,nie,Czy Twoje dziecko mówi
item369,4.4175276188752,-0.243905948041326,śniadanie,Czy Twoje dziecko mówi
item370,4.48825502642421,0.339667814312223,obiad,Czy Twoje dziecko mówi
item371,4.3830255633827,-0.714398681174667,kolacja,Czy Twoje dziecko mówi
item372,2.29261704307047,2.68598503608634,siusiu siku sisi,Czy Twoje dziecko mówi
item373,2.72095864489492,1.85099938818426,kupka,Czy Twoje dziecko mówi
item374,1.57474316481998,0.474741757293684,kosi kosi łapci,Czy Twoje dziecko mówi
item375,2.49886741756669,-0.167512412395661,idzie rak nieborak,Czy Twoje dziecko mówi
item376,1.7346133039097,-0.698305726316943,sroczka kaszkę warzyła,Czy Twoje dziecko mówi
item377,0.63712132659387,1.53724139538549,be,Czy Twoje dziecko mówi
item378,4.03016656594882,-1.23074714414019,biały,Czy Twoje dziecko mówi
item379,4.29169678360483,0.717628219492417,brudny,Czy Twoje dziecko mówi
item380,4.09620223699928,-0.339577460285012,brzydki,Czy Twoje dziecko mówi
item381,1.05564938715895,-0.087394411453255,cacy cacany,Czy Twoje dziecko mówi
item382,5.57978599981654,0.271629053251373,chory,Czy Twoje dziecko mówi
item383,3.72803001781075,0.335647499978334,ciepły,Czy Twoje dziecko mówi
item384,4.70420263911428,-0.806308936980746,ciężki,Czy Twoje dziecko mówi
item385,4.84419272976346,-1.77409196880913,czarny,Czy Twoje dziecko mówi
item386,4.29466291118114,-1.42143795021124,czerwony,Czy Twoje dziecko mówi
item387,5.17127271380513,0.026317468728568,czysty,Czy Twoje dziecko mówi
item388,4.00954895711604,0.418609896090162,dobry,Czy Twoje dziecko mówi
item389,4.2728669302271,1.17741901943694,duży,Czy Twoje dziecko mówi
item390,4.82761316676685,-0.401270303972072,głodny,Czy Twoje dziecko mówi
item391,3.35202133117663,-1.45434884272608,głupi,Czy Twoje dziecko mówi
item393,4.13645335734009,-0.590209532839311,kochany,Czy Twoje dziecko mówi
item394,4.48619337609596,-0.089294309319324,ładny,Czy Twoje dziecko mówi
item395,4.35876532726501,0.742554669317351,mały,Czy Twoje dziecko mówi
item396,4.35738133223045,-2.19204334393046,mądry,Czy Twoje dziecko mówi
item397,4.6802546152372,-0.132881479524677,mokry,Czy Twoje dziecko mówi
item398,4.42036197897981,-0.259074168495517, nie grzeczny,Czy Twoje dziecko mówi
item399,4.40103351378431,-1.05996025690371,nowy,Czy Twoje dziecko mówi
item400,4.62905062612088,-1.61009641869834,otwarty,Czy Twoje dziecko mówi
item401,4.09112430622234,-1.52410077826909,piękny śliczny,Czy Twoje dziecko mówi
item402,3.4186998446416,-0.403832697950302,pyszny,Czy Twoje dziecko mówi
item403,3.27949369140517,-0.396008204969395,śpiący,Czy Twoje dziecko mówi
item404,4.73928682595149,-0.675664206206732,umyty,Czy Twoje dziecko mówi
item405,4.8152894914941,-1.26287993542603,zamknięty,Czy Twoje dziecko mówi
item406,5.75416269515672,-1.12396521110862,zdrowy,Czy Twoje dziecko mówi
item407,4.21697518928633,-1.13237865909683,zepsuty,Czy Twoje dziecko mówi
item408,3.814776447238,0.356006392836455,zimny,Czy Twoje dziecko mówi
item409,4.84263734483848,-1.17877631896237,zmęczony,Czy Twoje dziecko mówi
item410,3.36197187142903,-0.278789522473532,boso na bosaka,Czy Twoje dziecko mówi
item411,3.40275675858086,-0.374106672875274,brzydko,Czy Twoje dziecko mówi
item412,2.63427388338166,1.4231880915538,cicho,Czy Twoje dziecko mówi
item413,5.31985894082286,0.905617661585033,ciemno,Czy Twoje dziecko mówi
item414,4.51228771851777,0.477986915241562,ciepło,Czy Twoje dziecko mówi
item415,3.86694682861182,0.507122914531065,dobrze,Czy Twoje dziecko mówi
item416,5.16236936726142,-0.452120072467262,głośno,Czy Twoje dziecko mówi
item418,4.52543853872486,-0.330176927387453,ładnie,Czy Twoje dziecko mówi
item419,4.64972314426082,-1.01881055943154,mocno,Czy Twoje dziecko mówi
item420,4.02439707659751,0.218090071784516,mokro,Czy Twoje dziecko mówi
item421,4.80756178523898,-0.367387893157547,prędko szybko,Czy Twoje dziecko mówi
item422,3.68021637372658,0.86307106263479,zimno,Czy Twoje dziecko mówi
item423,3.57160630388861,0.41446258727418,bać się,Czy Twoje dziecko mówi
item424,5.45989169682233,1.34147490083676,bawić się,Czy Twoje dziecko mówi
item425,3.05570777086581,-0.128247528322277,bić,Czy Twoje dziecko mówi
item426,5.77545540165528,0.269796784376949,biec biegać,Czy Twoje dziecko mówi
item427,3.29383315648934,0.594273255659256,boleć,Czy Twoje dziecko mówi
item428,5.42568131517071,-0.409941890558193,budować,Czy Twoje dziecko mówi
item429,3.04863373221261,-0.017371828127395,być  jest ,Czy Twoje dziecko mówi
item430,4.08246023936735,-0.113946774727708,całować,Czy Twoje dziecko mówi
item431,3.3343754499887,0.189263688004994,chcieć,Czy Twoje dziecko mówi
item432,3.7104534098885,1.03926610895408,chodzić  chodź ,Czy Twoje dziecko mówi
item433,3.41020684013962,-1.72791242610884,ciąć,Czy Twoje dziecko mówi
item434,4.76655708400019,-1.12379758931582,cieszyć się,Czy Twoje dziecko mówi
item435,4.93386647942281,-0.586709044230999,czekać,Czy Twoje dziecko mówi
item436,4.61266233779689,-0.282772090127865,czesać,Czy Twoje dziecko mówi
item437,4.57514612766049,-1.59378470315694,czyścić,Czy Twoje dziecko mówi
item438,4.74729404660244,0.607568175080387,czytać,Czy Twoje dziecko mówi
item439,2.08170707610367,1.42353295579918,dać,Czy Twoje dziecko mówi
item440,4.55515217659803,-0.424933727685594,dmuchać,Czy Twoje dziecko mówi
item441,5.1826176855485,-1.22131661776693,dostać,Czy Twoje dziecko mówi
item442,5.30391576530077,-1.70441336209153,drapać,Czy Twoje dziecko mówi
item443,4.41877286622377,0.617554299393074,dzwonić,Czy Twoje dziecko mówi
item444,4.19929541396329,-0.826797609553851,gonić,Czy Twoje dziecko mówi
item445,5.71463049750884,-0.446381080001825,gotować,Czy Twoje dziecko mówi
item446,4.66293978166755,0.01400184170221,grać,Czy Twoje dziecko mówi
item447,5.17772718809402,-1.07101298342728,gryźć,Czy Twoje dziecko mówi
item448,3.29958160953119,0.864379651717812,huśtać bujać się,Czy Twoje dziecko mówi
item449,3.19391042363779,1.43095897616213,iść pójść,Czy Twoje dziecko mówi
item450,3.99021880743085,0.901716685469006,jechać jeździć,Czy Twoje dziecko mówi
item451,2.78975250292023,1.80673229431208,jeść,Czy Twoje dziecko mówi
item452,3.97904687187879,1.23271459964587,kąpać się,Czy Twoje dziecko mówi
item453,4.48182901765037,-0.640010056697782,kłaść położyć,Czy Twoje dziecko mówi
item454,4.38784649540436,0.356823408030941,kochać,Czy Twoje dziecko mówi
item455,4.51515370619022,-0.669835106235948,kopać,Czy Twoje dziecko mówi
item456,5.74244682771086,-0.919405993809089,krzyczeć wołać,Czy Twoje dziecko mówi
item457,5.96649418343249,0.214954999565448,kupić,Czy Twoje dziecko mówi
item458,3.40427119636664,-1.84876807947785,lać,Czy Twoje dziecko mówi
item459,4.56602539529957,-1.206029260096,lecieć latać,Czy Twoje dziecko mówi
item460,5.63564137903958,-0.29075419932307,leżeć,Czy Twoje dziecko mówi
item461,5.31255094227945,-0.492523021400935,lubić,Czy Twoje dziecko mówi
item462,4.68326836994383,0.150524961214896,malować,Czy Twoje dziecko mówi
item463,2.08863544179706,0.797876075876907,mieć  ma ,Czy Twoje dziecko mówi
item464,5.50731236908928,-2.19478403348829,mieszkać,Czy Twoje dziecko mówi
item465,4.1147529869201,-1.13398305685675,móc  może ,Czy Twoje dziecko mówi
item466,5.68169396163354,-0.949500947825196,mówić powiedzieć,Czy Twoje dziecko mówi
item467,4.82975096959884,-1.42489784586172,musieć  musi ,Czy Twoje dziecko mówi
item468,3.42605051270859,1.27303386585456,myć  się ,Czy Twoje dziecko mówi
item469,5.18721165274405,-2.86014388055752,myśleć,Czy Twoje dziecko mówi
item470,4.83537994343099,-1.63251223382214,naprawiać reperować,Czy Twoje dziecko mówi
item471,4.7860210851648,-1.5154193587335,nazywać się,Czy Twoje dziecko mówi
item472,5.34722320421371,-1.59772625672311,nieść nosić,Czy Twoje dziecko mówi
item473,5.8103673155716,-0.804215684054417,obudzić  się ,Czy Twoje dziecko mówi
item474,5.84349120715277,-0.369965025206509,oglądać obejrzeć,Czy Twoje dziecko mówi
item475,5.21438066472144,-2.03818918811587,opowiadać,Czy Twoje dziecko mówi
item476,5.37938398431075,-0.521741753851766,otworzyć,Czy Twoje dziecko mówi
item477,3.59263317436655,-1.31748068521192,palić  się ,Czy Twoje dziecko mówi
item478,4.31147785496637,-0.515888677603169,patrzeć  patrz ,Czy Twoje dziecko mówi
item479,2.66811994319651,2.02845931850353,pić,Czy Twoje dziecko mówi
item480,3.8930041940799,0.313627419811686,pisać,Czy Twoje dziecko mówi
item481,4.09587459237122,-2.02274000858087,pluć,Czy Twoje dziecko mówi
item482,4.9946965870647,0.505378102431407,płakać,Czy Twoje dziecko mówi
item483,5.18254895658863,-2.20840879403371,podobać się,Czy Twoje dziecko mówi
item484,5.85958262616096,-1.33701042956217,pokazać,Czy Twoje dziecko mówi
item485,5.79751039405517,-1.19118454134346,pomóc,Czy Twoje dziecko mówi
item486,4.91615460504445,-3.09374194973606,pożyczyć,Czy Twoje dziecko mówi
item487,5.19822181516358,-1.17653159027937,pracować,Czy Twoje dziecko mówi
item488,4.5091267421827,-0.887677571703359,prać,Czy Twoje dziecko mówi
item489,4.73214091677564,-1.94415140765711,prasować,Czy Twoje dziecko mówi
item490,4.58405213925833,-0.484423851752489,prosić,Czy Twoje dziecko mówi
item491,5.53418574432667,-1.2823648030091,przyjść,Czy Twoje dziecko mówi
item492,5.41192449361201,-1.25065499787119,przykryć,Czy Twoje dziecko mówi
item493,5.9262007715579,-1.31685235241377,przynieść,Czy Twoje dziecko mówi
item494,4.3625003891497,-1.49823287243752,puścić,Czy Twoje dziecko mówi
item495,5.28008145715461,-0.620870907228719,robić,Czy Twoje dziecko mówi
item496,5.90968692660008,-1.77830274586162,rozmawiać,Czy Twoje dziecko mówi
item497,4.67348964253067,0.160603439552395,rysować,Czy Twoje dziecko mówi
item498,4.86984636110505,-0.724534680436165,rzucać,Czy Twoje dziecko mówi
item499,6.17924677522229,-1.08634846140509,schować,Czy Twoje dziecko mówi
item500,4.70284746884808,0.156524369824762,siedzieć,Czy Twoje dziecko mówi
item501,4.20784954112232,0.337821671932025,skakać,Czy Twoje dziecko mówi
item502,5.43988732588061,-2.38667479004298,skończyć,Czy Twoje dziecko mówi
item503,6.11471456214759,-1.4955697167783,słyszeć słuchać,Czy Twoje dziecko mówi
item504,3.02101757198439,1.96955566630642,spać,Czy Twoje dziecko mówi
item505,5.88790488471263,0.005058812214746,sprzątać,Czy Twoje dziecko mówi
item506,4.64660435283872,-0.51614871419722,stać,Czy Twoje dziecko mówi
item507,3.93764138010521,-0.563093475633016,stukać pukać,Czy Twoje dziecko mówi
item508,6.17690405681206,-0.647647609536482,szukać,Czy Twoje dziecko mówi
item509,4.16361005199523,-2.63915126600376,szyć,Czy Twoje dziecko mówi
item510,5.34419931391653,-0.621186538326175,śmiać się,Czy Twoje dziecko mówi
item511,4.2161192987642,0.171369511895651,śpiewać,Czy Twoje dziecko mówi
item512,4.0281546185307,0.774906642450744,tańczyć,Czy Twoje dziecko mówi
item513,5.86649332256099,-1.17716695638084,trzymać,Czy Twoje dziecko mówi
item514,5.7068282098277,-0.059807705912378,ubrać  się ,Czy Twoje dziecko mówi
item515,5.79929277662594,-1.03277728818607,uciekać,Czy Twoje dziecko mówi
item516,5.00262007934447,-1.95163446010247,uczyć się,Czy Twoje dziecko mówi
item517,5.53329811094308,-1.71286154813362,umieć,Czy Twoje dziecko mówi
item518,3.41004296712625,-0.394974330815415,upaść spaść,Czy Twoje dziecko mówi
item519,4.9296265831372,-0.391257601853637,usiąść siadać,Czy Twoje dziecko mówi
item520,4.86540721855613,-1.41696802853972,uściskać ukochać,Czy Twoje dziecko mówi
item521,5.53892896176006,-2.89558387649404,wiązać,Czy Twoje dziecko mówi
item522,5.33986751343096,-1.04547244131227,widzieć zobaczyć,Czy Twoje dziecko mówi
item523,5.50930568845558,-2.42116646871324,wiedzieć,Czy Twoje dziecko mówi
item524,5.83192940479666,-1.47907921913605,włożyć założyć,Czy Twoje dziecko mówi
item525,5.06517279727709,-0.789477143667466,wstawać,Czy Twoje dziecko mówi
item526,5.73259994368208,-0.866076242200739,wyrzucić,Czy Twoje dziecko mówi
item527,5.76507645151082,-1.28427762750444,wytrzeć,Czy Twoje dziecko mówi
item528,5.24879557240596,-1.22909324613355,zamiatać,Czy Twoje dziecko mówi
item529,5.59421409872818,-0.457537119875893,zamknąć,Czy Twoje dziecko mówi
item530,5.53365161952524,-1.68703914412726,zapiąć,Czy Twoje dziecko mówi
item531,5.16735126606332,-0.879689081710848,zaświecić zapalić,Czy Twoje dziecko mówi
item532,5.84183627167303,-1.25289647550425,zdjąć ściągnąć,Czy Twoje dziecko mówi
item533,5.28293181522481,-0.704744676938634,zepsuć,Czy Twoje dziecko mówi
item534,5.41493619512972,-1.54643678684074,zgubić,Czy Twoje dziecko mówi
item535,5.77832098284508,-2.57861534242898,złamać,Czy Twoje dziecko mówi
item536,6.59470531486282,-2.0623773775202,złapać,Czy Twoje dziecko mówi
item537,6.16222208881549,-1.33650345696511,zmęczyć się,Czy Twoje dziecko mówi
item538,5.01052809219646,-2.60151252517076,znać,Czy Twoje dziecko mówi
item539,6.71143965823071,-2.2851149435442,znaleźć,Czy Twoje dziecko mówi
item540,5.34957869252163,-1.86933159268436,zostać,Czy Twoje dziecko mówi
item541,3.08390056046082,-0.069284217788466, nie  da się,Czy Twoje dziecko mówi
item542,1.88514922422711,1.96861776354637,nie ma ,Czy Twoje dziecko mówi
item543,3.75071140206213,-0.035200785964216, nie  można,Czy Twoje dziecko mówi
item544,3.86000981924363,-1.31971622832019, nie  trzeba,Czy Twoje dziecko mówi
item545,3.00069530673904,0.839476879521574, nie  wolno,Czy Twoje dziecko mówi
item546,2.32182540460115,3.3307195703388,tu,Czy Twoje dziecko mówi
item547,2.10112788689191,2.19644545703215,tam,Czy Twoje dziecko mówi
item548,2.54589918453726,-1.49583468482598,tędy,Czy Twoje dziecko mówi
item549,3.55822385076303,-3.20254007383648,stąd,Czy Twoje dziecko mówi
item550,5.26270143394889,0.190543711953318,daleko,Czy Twoje dziecko mówi
item551,4.99579125609004,-1.22876744854995,blisko,Czy Twoje dziecko mówi
item552,4.13675899929735,0.435634095780853,wysoko,Czy Twoje dziecko mówi
item553,3.82437078858112,-1.11427764118141,nisko,Czy Twoje dziecko mówi
item554,3.94147618723834,0.466210447743276,na górę na górze,Czy Twoje dziecko mówi
item555,3.92134229954218,-0.061978089532521,na dół na dole,Czy Twoje dziecko mówi
item556,4.21383814191793,-1.76442681082143,z tyłu do tyłu,Czy Twoje dziecko mówi
item557,4.32594443480895,-2.05782468194119,z przodu do przodu,Czy Twoje dziecko mówi
item558,4.2039750291867,-2.06201599479768,w środku,Czy Twoje dziecko mówi
item559,2.90257633768416,-1.69281470466508,gdzieś,Czy Twoje dziecko mówi
item560,3.1576010930853,-1.90980332855641,nigdzie,Czy Twoje dziecko mówi
item561,3.97988504381503,-2.90055337634268,wszędzie,Czy Twoje dziecko mówi
item562,2.24253047570465,0.679780631145206,już już nie,Czy Twoje dziecko mówi
item563,3.16487860783521,-0.058519344780676,jeszcze jeszcze nie,Czy Twoje dziecko mówi
item564,3.48629480603137,0.017666073296681,teraz,Czy Twoje dziecko mówi
item565,3.15864765401496,-0.886148926024031,zaraz,Czy Twoje dziecko mówi
item566,3.45137790227929,-1.09159603528459,potem później,Czy Twoje dziecko mówi
item567,4.1106406417328,-2.56618683744453,znowu znów,Czy Twoje dziecko mówi
item568,4.11731025981056,-3.25322815216069,kiedyś,Czy Twoje dziecko mówi
item569,3.40708031453775,-2.63519153768231,nigdy,Czy Twoje dziecko mówi
item570,4.19729527530508,-3.12813168265165,zawsze,Czy Twoje dziecko mówi
item571,3.93271298222589,-3.34072896942367,czasem,Czy Twoje dziecko mówi
item572,3.97800736409541,-0.41051198898356,dzisiaj dziś,Czy Twoje dziecko mówi
item573,3.71453994760591,-0.59083236299397,jutro,Czy Twoje dziecko mówi
item574,4.09068060739974,-1.7823237818834,wczoraj,Czy Twoje dziecko mówi
item575,3.82338272262067,-0.775585128033938,rano,Czy Twoje dziecko mówi
item576,4.00451220245436,-1.87763468572541,wieczorem,Czy Twoje dziecko mówi
item577,3.93276062033656,-0.270408731191686,noc w nocy,Czy Twoje dziecko mówi
item578,4.05101318710924,-0.783877841901274,dzień,Czy Twoje dziecko mówi
item579,3.78754282024472,-2.1064274438187,godzina,Czy Twoje dziecko mówi
item580,4.65476757521312,2.00763865732202,dużo,Czy Twoje dziecko mówi
item581,3.96750621952953,1.0766554331324,mało,Czy Twoje dziecko mówi
item582,4.00774931256757,-1.3366320716577,trochę troszkę,Czy Twoje dziecko mówi
item583,2.5316810471164,-1.10064746332014,tyle,Czy Twoje dziecko mówi
item584,4.49674760222469,-2.17244927104697,więcej,Czy Twoje dziecko mówi
item585,3.10479246543203,0.405136494088475,jeszcze,Czy Twoje dziecko mówi
item586,4.64220106056981,-1.94014440382921,wszystko wszyscy,Czy Twoje dziecko mówi
item587,2.97481643481967,-1.01578418591871,inny,Czy Twoje dziecko mówi
item588,3.10097394746448,-0.746597569175617,drugi,Czy Twoje dziecko mówi
item589,3.94583777056493,-1.30040234723223,cały,Czy Twoje dziecko mówi
item590,4.48531858036306,-1.330881611216,bardzo,Czy Twoje dziecko mówi
item591,4.76546359899615,-2.34461645819543,tylko,Czy Twoje dziecko mówi
item592,2.69729944951679,1.00904699922499,sam sama,Czy Twoje dziecko mówi
item593,4.36688959156583,-1.36851174497387,razem,Czy Twoje dziecko mówi
item594,2.70871448115984,-0.962594285827408,też,Czy Twoje dziecko mówi
item595,2.45127802892123,-1.43427736609229,dosyć dość,Czy Twoje dziecko mówi
item596,3.38182545831285,-1.26121530343181,za  np  za dużo ,Czy Twoje dziecko mówi
item597,4.20855586154414,-3.30576530975393,każdy,Czy Twoje dziecko mówi
item598,3.73158699271382,-4.33521340958653,niektóry,Czy Twoje dziecko mówi
item599,3.93034136190098,-3.63672421434391,żaden,Czy Twoje dziecko mówi
item600,2.12414162298577,2.48331262361921,ja  mi  mnie ,Czy Twoje dziecko mówi
item601,2.39124093540468,0.990615735687325,ty  ci  cię ,Czy Twoje dziecko mówi
item602,2.30054959039331,-0.276657345618966,on  mu  go ,Czy Twoje dziecko mówi
item603,2.7304824247366,-0.796304339540789,ona  jej  ją ,Czy Twoje dziecko mówi
item604,2.92602725308987,-0.898556991294082,my  nam  nas ,Czy Twoje dziecko mówi
item605,2.9369876810458,-2.01534584887471,wy  wam  was ,Czy Twoje dziecko mówi
item606,2.87652708193284,-2.03848046131396,oni one  im  ich je ,Czy Twoje dziecko mówi
item607,2.72356573515742,-2.5305033697548,się,Czy Twoje dziecko mówi
item608,2.97722732278531,-3.16452308720936,sobie,Czy Twoje dziecko mówi
item609,2.78215386822413,1.12594494460027,mój,Czy Twoje dziecko mówi
item610,3.32312756037512,-0.704452054848642,twój,Czy Twoje dziecko mówi
item611,2.89225570625681,-2.11744646496608,jego,Czy Twoje dziecko mówi
item612,2.77168911468943,-2.06891824038173,jej,Czy Twoje dziecko mówi
item613,3.29926888052457,-1.60129475446621,nasz,Czy Twoje dziecko mówi
item614,3.32332096104609,-3.12330433420269,wasz,Czy Twoje dziecko mówi
item615,3.23484155205021,-3.25298229755413,ich,Czy Twoje dziecko mówi
item616,3.13524102745548,-3.12590760192462,swój,Czy Twoje dziecko mówi
item617,1.97029329381214,2.41096272693798,to,Czy Twoje dziecko mówi
item618,2.7563490462606,-0.819236618496971,coś,Czy Twoje dziecko mówi
item619,3.12446764356246,-1.53742436908188,ktoś,Czy Twoje dziecko mówi
item620,2.45853540990221,0.629046061388881,nic,Czy Twoje dziecko mówi
item621,3.65154046990632,-2.25020506641213,nikt,Czy Twoje dziecko mówi
item622,2.00367066499904,0.002881364099064,ten,Czy Twoje dziecko mówi
item623,2.97752389555514,-2.07086218429843,tamten,Czy Twoje dziecko mówi
item624,2.91826592257141,-1.00204651271898,taki,Czy Twoje dziecko mówi
item625,3.73831910323831,-2.96384901655936,jakiś,Czy Twoje dziecko mówi
item626,2.61420239000496,1.51133166266881,co to  co to jest ,Czy Twoje dziecko mówi
item627,2.16741751754379,0.942324677794988,co ,Czy Twoje dziecko mówi
item628,4.42939879530899,-0.229289195828978,co robi ,Czy Twoje dziecko mówi
item629,3.16459714111685,0.180270180066289,kto ,Czy Twoje dziecko mówi
item630,3.63626290816973,-2.46898266696096,czyj ,Czy Twoje dziecko mówi
item631,3.54615768935942,0.254496682914037,gdzie ,Czy Twoje dziecko mówi
item632,4.33372771524065,-1.71633693298433,kiedy ,Czy Twoje dziecko mówi
item633,3.39286874751803,-1.11535865388474,jak ,Czy Twoje dziecko mówi
item634,4.16304827879897,-1.13513109067046,dlaczego czemu ,Czy Twoje dziecko mówi
item635,3.34321783385807,-0.969832150894513,po co na co ,Czy Twoje dziecko mówi
item636,3.87564289829871,-1.22956766104818,jaki ,Czy Twoje dziecko mówi
item637,4.07571766914641,-2.52030052338867,który ,Czy Twoje dziecko mówi
item638,3.46834288441519,-1.45311271629135,ile ,Czy Twoje dziecko mówi
item639,3.05388423303913,-1.36882712836908,chyba,Czy Twoje dziecko mówi
item640,3.23468169760692,-1.34834246531652,może,Czy Twoje dziecko mówi
item641,3.67008668305598,-2.88122737743377,na pewno,Czy Twoje dziecko mówi
item642,3.51131603274844,-2.3164059352171,naprawdę,Czy Twoje dziecko mówi
item643,3.25123499380902,-2.95220726961409,pewnie,Czy Twoje dziecko mówi
item644,3.58381256932076,-3.28207540539954,przecież,Czy Twoje dziecko mówi
item645,3.08088244432375,-3.22411897394949,w ogóle,Czy Twoje dziecko mówi
item646,3.36652938559125,-2.68012227671068,właśnie,Czy Twoje dziecko mówi
item647,3.33180936436893,-0.508419562102019,bez,Czy Twoje dziecko mówi
item648,3.7795557475227,0.287610727917607,dla,Czy Twoje dziecko mówi
item649,3.48991904296224,0.863051122850386,do,Czy Twoje dziecko mówi
item650,3.4516953540871,0.345507087299581,na,Czy Twoje dziecko mówi
item651,3.62341746799104,-1.54067998530869,koło obok,Czy Twoje dziecko mówi
item653,3.90813888607106,-0.405049008169332,od,Czy Twoje dziecko mówi
item654,3.45302002684564,-1.02803070595076,po,Czy Twoje dziecko mówi
item655,3.8954633198572,-1.04673685181349,pod,Czy Twoje dziecko mówi
item656,4.14503705468109,-2.72687998908128,przed,Czy Twoje dziecko mówi
item657,2.96829569427949,0.047270261789659,u,Czy Twoje dziecko mówi
item658,3.79524255036758,-0.27694537201806,w,Czy Twoje dziecko mówi
item659,3.40339975767652,-1.34070085598879,za,Czy Twoje dziecko mówi
item660,3.38587080002141,0.140137699149503,z  np  tatusiem ,Czy Twoje dziecko mówi
item661,3.50542988624035,-1.15249730956484,z  np  łazienki ,Czy Twoje dziecko mówi
item662,1.33766224937188,0.046276606100065,a,Czy Twoje dziecko mówi
item663,3.35428733748693,-2.15925051321118,albo,Czy Twoje dziecko mówi
item664,2.91139529750237,-1.32266007774134,ale,Czy Twoje dziecko mówi
item665,2.46517042069038,-0.841428547431307,bo,Czy Twoje dziecko mówi
item666,2.02541433612221,0.022807458631044,i,Czy Twoje dziecko mówi
item667,3.01966067883373,-1.7032215457634,jak    to ,Czy Twoje dziecko mówi
item668,3.72160552003402,-2.09191448828567,tylko,Czy Twoje dziecko mówi
item669,3.19067065565046,-2.16355953279261,że,Czy Twoje dziecko mówi
item670,3.7737213144783,-3.15319725013097,żeby,Czy Twoje dziecko mówi
