item,a1,d,question,group,id
ciężarówka,2.03920200159986,-0.800086735627139,POJAZDY – PRAWDZIWE LUB ZABAWKOWE: Czy dziecko mówi...,mowa,item_58
helikopter,2.25726980040561,-0.895661701354654,POJAZDY – PRAWDZIWE LUB ZABAWKOWE: Czy dziecko mówi...,mowa,item_59
koparka,2.33660617922518,0.00991934544719704,POJAZDY – PRAWDZIWE LUB ZABAWKOWE: Czy dziecko mówi...,mowa,item_60
lokomotywa,1.73873612048288,-0.778642104136968,POJAZDY – PRAWDZIWE LUB ZABAWKOWE: Czy dziecko mówi...,mowa,item_61
pociąg,2.67911071827874,1.00767523577236,POJAZDY – PRAWDZIWE LUB ZABAWKOWE: Czy dziecko mówi...,mowa,item_63
rower,3.85816803905076,1.28746472328558,POJAZDY – PRAWDZIWE LUB ZABAWKOWE: Czy dziecko mówi...,mowa,item_65
samolot,3.57254754351663,1.16084411452498,POJAZDY – PRAWDZIWE LUB ZABAWKOWE: Czy dziecko mówi...,mowa,item_66
statek,3.46174134409186,-0.465161753580215,POJAZDY – PRAWDZIWE LUB ZABAWKOWE: Czy dziecko mówi...,mowa,item_67
traktor,2.23758807974147,0.660477431505881,POJAZDY – PRAWDZIWE LUB ZABAWKOWE: Czy dziecko mówi...,mowa,item_68
tramwaj,2.03047279830049,-1.2112383573699,POJAZDY – PRAWDZIWE LUB ZABAWKOWE: Czy dziecko mówi...,mowa,item_69
banan,3.70032279134346,2.10169687085867,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_70
barszcz,2.66705678171629,-2.11890804444238,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_71
batonik,2.84893368095549,-0.627594890928503,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_72
budyń,3.03670858030853,-0.838187343046181,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_73
bułka,3.69973902346393,1.91460090264168,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_74
buraczki,3.68220705481335,-1.52309230455011,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_75
cebula,3.97520621288012,-0.772018952980368,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_76
chleb,4.11269799754034,1.84014054383726,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_77
chrupki,3.42219281829442,0.779700088653953,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_78
ciasto,3.05846738418098,0.23369955827959,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_79
ciastko,3.3710397984024,1.01752937566341,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_80
cukier,3.63841906482718,-0.396995542203707,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_81
cukierek,2.9635065154722,0.560435083605341,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_82
czekolada,3.95923431395968,0.726513224949821,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_83
dżem,3.07266131433025,-0.711084282192753,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_84
galaretka,3.51014499299866,-1.63817815936066,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_85
groszek,3.30833643729373,-1.67039131323108,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_86
grzyby,3.29307890551194,-1.26095722310408,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_87
herbata,3.53508268782259,0.784145131661196,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_89
jabłko,4.49235925950112,1.96784317658749,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_90
jajko,3.3327593250882,2.67934368677906,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_91
jogurt,3.40879854021484,-0.0156108043757859,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_93
kakao,2.62555348537822,-0.492969999799835,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_94
kapusta,4.33922472046533,-1.8945562044785,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_96
kaszka,2.59040189367587,0.0656854937541052,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_97
kawa,3.00130555910766,0.404937429357867,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_98
ketchup,3.50314959066326,-0.233171996145213,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_99
kiełbasa,3.87706117267623,0.0940792601929584,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_100
kotlet,4.21543199968352,-0.628513689534418,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_101
kurczak,3.85220021744861,-0.576159127217637,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_102
lizak,3.61371252782492,0.756226006342343,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_103
lody,3.82843065717808,1.16576716435315,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_104
mandarynka,3.2984276152417,-1.57461137334394,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_106
marchewka,5.01841336091108,0.0181751785245334,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_107
mięso,4.25776980862516,0.298063955409273,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_109
miód,3.35053592820964,-1.47537774879668,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_110
mleko,3.82748963253784,1.88119962765489,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_111
naleśniki,3.93973193364864,-1.10823824001777,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_112
orzechy,4.26179058208922,-2.03695263328428,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_113
ogórek,4.15800725226796,0.173252509916693,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_114
paluszki,4.14729041608058,-0.0488911494517017,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_115
picie,2.63143957433262,1.94839335415764,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_117
pierogi,3.48782569644731,-1.35299347278713,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_118
placek,3.66840587584097,-1.35755725214228,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_119
pomarańcza,4.05565755668407,-1.59775942221766,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_120
pomidor,4.5407195986832,0.139709674513313,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_121
rodzynki,3.26770396230704,-2.34249892597302,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_122
rosół,3.96728735803551,-0.474176237614944,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_123
ryba,3.49853545665641,0.73188787807953,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_124
ryż,3.70308403964554,-0.920189785560022,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_125
ser,4.08701744411945,0.346759237464127,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_126
sok,3.6347088683572,1.41028293389258,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_127
sos,3.12750234075263,-0.825007997097011,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_128
sól,3.56153148208749,-0.879592649407567,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_129
szynka,3.70981568384052,-0.948282453832631,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_130
truskawki,4.50852132482735,-0.772861526705356,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_131
witaminy,3.55618239345195,-2.10017991494072,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_132
woda,3.44363984835274,1.51757520351329,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_133
zupa,4.58855385064115,1.85187688928892,POKARMY I NAPOJE: Czy dziecko mówi...,mowa,item_135
bajka,3.5788611864328,2.74576448723442,ZABAWKI: Czy dziecko mówi...,mowa,item_136
balonik,3.8731268877199,1.32845302011389,ZABAWKI: Czy dziecko mówi...,mowa,item_137
grabki,3.62077345745253,-0.816910478241791,ZABAWKI: Czy dziecko mówi...,mowa,item_138
gumka,3.35644472398105,-0.430710685594126,ZABAWKI: Czy dziecko mówi...,mowa,item_139
klocki,4.79211221486892,2.25905996333961,ZABAWKI: Czy dziecko mówi...,mowa,item_141
kredki,4.71609207866002,1.51471707629964,ZABAWKI: Czy dziecko mówi...,mowa,item_142
książka,5.00154843804203,1.00318739657317,ZABAWKI: Czy dziecko mówi...,mowa,item_143
lalka,2.02903216823924,1.61645354131311,ZABAWKI: Czy dziecko mówi...,mowa,item_144
łopatka,4.80081982346594,-0.0167963505640831,ZABAWKI: Czy dziecko mówi...,mowa,item_145
obrazek,5.24472999115969,-1.12533120481954,ZABAWKI: Czy dziecko mówi...,mowa,item_146
ołówek,3.45850006748292,-0.957004607764815,ZABAWKI: Czy dziecko mówi...,mowa,item_147
piłka,3.49941096080808,2.87902172156294,ZABAWKI: Czy dziecko mówi...,mowa,item_148
prezent,5.31935665275299,-0.993180172224258,ZABAWKI: Czy dziecko mówi...,mowa,item_150
smoczek,2.04768536217435,0.497659193477239,ZABAWKI: Czy dziecko mówi...,mowa,item_151
wiaderko,5.3080834693748,-0.0778726425555325,ZABAWKI: Czy dziecko mówi...,mowa,item_152
zabawka,5.35485246548234,0.605551371723192,ZABAWKI: Czy dziecko mówi...,mowa,item_153
bluzka,4.83240876843303,0.370738425316825,UBRANIA: Czy dziecko mówi...,mowa,item_154
buty,3.87347494573782,3.00495321781964,UBRANIA: Czy dziecko mówi...,mowa,item_155
chustka,3.76234636915022,-1.53074476796383,UBRANIA: Czy dziecko mówi...,mowa,item_156
czapka,4.63472160684755,2.45026354092779,UBRANIA: Czy dziecko mówi...,mowa,item_157
guzik,3.91013398899567,-0.500781319749727,UBRANIA: Czy dziecko mówi...,mowa,item_158
kapelusz,3.90963679770432,-1.36206586628426,UBRANIA: Czy dziecko mówi...,mowa,item_160
kieszeń,4.84044443257617,-0.88719028242134,UBRANIA: Czy dziecko mówi...,mowa,item_161
koszula,4.11025484971187,-1.31018334681271,UBRANIA: Czy dziecko mówi...,mowa,item_162
kurtka,5.65056507591844,1.4275407398325,UBRANIA: Czy dziecko mówi...,mowa,item_163
majtki,4.71008969581686,0.471439419419891,UBRANIA: Czy dziecko mówi...,mowa,item_164
pasek,3.66478360190783,-1.28372050846838,UBRANIA: Czy dziecko mówi...,mowa,item_166
piżama,4.57713351198837,-0.0490720318858555,UBRANIA: Czy dziecko mówi...,mowa,item_168
rękawiczki,4.34213291991569,-0.389634808924529,UBRANIA: Czy dziecko mówi...,mowa,item_170
skarpetki,4.840057213352,1.2166289538188,UBRANIA: Czy dziecko mówi...,mowa,item_171
spodnie,5.18188772369332,1.05392527637946,UBRANIA: Czy dziecko mówi...,mowa,item_172
sukienka,3.90724856652687,-1.0445385397811,UBRANIA: Czy dziecko mówi...,mowa,item_173
sweter,4.73365534324968,-1.05647288797588,UBRANIA: Czy dziecko mówi...,mowa,item_174
szalik,4.54461429615904,-0.434640834571338,UBRANIA: Czy dziecko mówi...,mowa,item_175
śliniaczek,3.04940210460556,-1.6223101920199,UBRANIA: Czy dziecko mówi...,mowa,item_176
ubranie,4.82783999435792,-0.401455942733106,UBRANIA: Czy dziecko mówi...,mowa,item_177
broda,3.60705254638598,-0.280066524902983,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_178
brzuch,5.60022156453655,2.51530305818371,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_179
buzia,4.46633860426115,2.02786708322323,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_180
czoło,3.88109502526075,0.125396498088035,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_181
gardło,3.93976598461489,-1.05631124151945,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_182
głowa,5.77264993722955,2.33175343614827,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_183
język,4.64307325200147,0.138257638413985,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_184
kolano,5.22018428545153,0.0786555236558327,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_185
krew,3.52702246289286,-1.54874413821823,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_186
łokieć,3.4434035213248,-1.96770239790513,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_187
noga,5.26853102853129,2.63294824348864,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_188
nos,4.05474853442829,3.28262207847224,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_189
oko,3.39097739117128,3.35852030302791,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_190
palec,5.16075400412587,1.25549569297951,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_191
pępek,3.39114858919139,0.842823087050556,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_193
plecy,4.9210550467056,-0.11487076406368,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_194
policzek,4.35675203355468,-0.86246670985186,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_195
pupa,3.467508109695,2.49995310991269,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_196
ręka,5.59535763436064,1.96772352149231,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_197
serce,3.69772876596,-1.27009725635468,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_198
skóra,4.06334583772237,-2.12442809507547,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_199
szyja,4.12928743938288,-0.143115747411407,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_200
ucho,4.26718870057686,2.3806240189163,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_201
włosy,5.44507915112224,2.0680696515998,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_202
ząb,5.33490434115164,1.14751773558262,CZĘŚCI CIAŁA: Czy dziecko mówi...,mowa,item_203
balkon,3.01102029900157,-0.99752304430375,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_204
dach,3.42042586288342,-0.79857536813667,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_205
drzwi,4.60378147984149,2.12042731150344,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_206
dywan,4.81114631756577,-0.259404376956315,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_207
fotel,4.3592016546642,-0.167562101635569,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_209
kran,4.08599848283987,-1.0301082297112,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_211
krzesło,5.11564478987551,0.917110776150056,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_212
kuchnia,5.82026907724388,0.430264946575335,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_213
lodówka,5.3850572506822,0.0409795951189386,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_214
łazienka,5.54102014738069,0.0497662598776226,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_215
łóżko,5.68023374101671,1.2791269962347,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_216
odkurzacz,3.99603907138329,-0.0807934126135029,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_217
okno,4.48212145339914,1.57285496770732,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_218
podłoga,5.87942526111121,-0.759651959132938,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_219
pokój,5.99164098895131,0.372106345864162,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_220
pralka,5.05750894505695,0.136549089864974,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_222
prysznic,3.95101375293681,-1.39320058600136,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_223
schody,5.73563595484268,0.0470897755884045,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_224
stołek,3.67949315743826,-1.56409070168885,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_225
stół,5.90191295874754,1.21722287347606,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_226
sufit,4.06810335419988,-2.09484989120387,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_227
szafa,5.53705946342816,-0.0969726209106225,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_228
szuflada,4.87454251844569,-1.83630477303858,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_229
ściana,5.47796045246258,-0.931876434388815,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_230
telewizor,4.49171697172443,0.777831459944792,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_231
wanna,4.1191091444135,0.105942653265013,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_233
wózek,4.65548894494506,1.0698817866195,"W DOMU: POMIESZCZENIA, SPRZĘTY, MEBLE: Czy dziecko mówi...",mowa,item_234
butelka,4.38902225051078,1.27032050155927,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_236
czajnik,4.01731866802429,-1.1164678980358,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_237
deska,4.1724884234026,-1.59518356999311,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_238
garnek,5.16250386892874,-0.417514316233637,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_239
gazeta,4.698424045735,-0.886604893448475,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_240
grzebień,3.88000413422429,-0.978271787404892,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_241
igła,3.55799616730816,-2.02329237631474,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_242
klucz,4.63101982937025,0.913985109282468,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_243
koszyk,4.53693408177719,-1.29019986702781,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_245
kubek,4.86289395534103,1.22727469379758,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_246
lampa,3.67297151144828,0.373471406282119,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_247
lustro,5.39032734142995,-0.468368633475393,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_249
łyżka,5.55942117322219,1.15622467459771,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_250
miotła,3.14657721383489,-1.01405392799179,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_251
miska,4.42701233481119,0.0158923795965204,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_252
młotek,4.10288009194319,-1.19487499242432,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_253
mydło,4.90894289884143,0.441952451281844,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_254
nici,3.39416858021133,-2.07303061080025,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_255
nocnik,4.01521968577612,0.735522512468673,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_256
nożyczki,4.68119988060682,-0.577985675774374,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_257
nóż,3.77256848785728,0.243365987892815,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_258
obraz,4.86402976536081,-1.61766121676739,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_259
okulary,4.55738672853414,0.624878993188696,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_260
pieniądze,4.50539167407311,-0.27814541377601,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_261
poduszka,5.15394432622057,0.446992366976299,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_262
pudełko,6.15967023874035,-1.56933011028173,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_263
radio,3.58958475060645,-0.850327157153468,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_264
ręcznik,5.89332387581616,-0.274683471549717,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_265
słoik,5.2348584963509,-2.1710917790409,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_266
syrop,4.6077799608225,-0.4970394569929,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_267
szczotka,4.44085736474644,-0.763200823391087,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_269
szklanka,4.70565770492484,-0.542967234105891,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_270
sznurek,4.82015902930297,-2.31366593952676,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_272
śmieci,4.48671240847101,0.495096719895816,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_273
talerz,5.27452278220311,0.126560506409819,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_274
termometr,4.12326475352586,-1.93399155594556,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_276
torebka,5.08993771546904,-0.561930665103879,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_277
widelec,5.51455187737591,-0.243530648751836,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_278
zapałki,3.6074509049832,-1.85264927422163,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_279
zegarek,4.12067316109469,0.0919281605465118,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_281
żelazko,3.96616164759892,-1.39759304483912,PRZEDMIOTY DOMOWEGO UŻYTKU: Czy dziecko mówi...,mowa,item_282
bałwan,3.73013072808948,-1.06043205093335,NA DWORZE: Czy dziecko mówi...,mowa,item_283
błoto,3.99062188364543,-0.536575285608496,NA DWORZE: Czy dziecko mówi...,mowa,item_284
burza,3.96454489473446,0.132943163147601,NA DWORZE: Czy dziecko mówi...,mowa,item_285
chmura,4.77879057009336,-0.392854371105893,NA DWORZE: Czy dziecko mówi...,mowa,item_286
deszcz,4.29923471931843,1.8742937805706399,NA DWORZE: Czy dziecko mówi...,mowa,item_287
drabina,4.32910115903884,-1.58778398447736,NA DWORZE: Czy dziecko mówi...,mowa,item_288
droga,4.56989485508459,-0.193248132423871,NA DWORZE: Czy dziecko mówi...,mowa,item_289
drzewo,5.46397392359542,1.26343603443515,NA DWORZE: Czy dziecko mówi...,mowa,item_290
gałąź,4.01515511708716,-2.56085395890207,NA DWORZE: Czy dziecko mówi...,mowa,item_291
gwiazda,4.75869922061711,-0.661738166908506,NA DWORZE: Czy dziecko mówi...,mowa,item_292
huśtawka,3.42501746510422,0.968709363979102,NA DWORZE: Czy dziecko mówi...,mowa,item_293
kamień,5.85810897937262,0.151995006190114,NA DWORZE: Czy dziecko mówi...,mowa,item_294
księżyc,4.21787695182302,-0.381065825339827,NA DWORZE: Czy dziecko mówi...,mowa,item_296
kwiatek,4.92727349338267,1.44673658821985,NA DWORZE: Czy dziecko mówi...,mowa,item_297
listek,5.16708804461437,0.0373314589750676,NA DWORZE: Czy dziecko mówi...,mowa,item_298
most,3.6923023091019,-1.36460867146709,NA DWORZE: Czy dziecko mówi...,mowa,item_299
mróz,3.44017673483983,-2.33952568227655,NA DWORZE: Czy dziecko mówi...,mowa,item_300
niebo,4.33577444732431,0.259485321348007,NA DWORZE: Czy dziecko mówi...,mowa,item_301
ogień,3.64729463329063,-0.474949850920776,NA DWORZE: Czy dziecko mówi...,mowa,item_302
płot,4.2657244667119,-1.35163550644654,NA DWORZE: Czy dziecko mówi...,mowa,item_304
sanki,4.54225230918378,-1.34523119719955,NA DWORZE: Czy dziecko mówi...,mowa,item_305
słońce,5.22763886245216,0.861272646546044,NA DWORZE: Czy dziecko mówi...,mowa,item_306
śnieg,4.6428098095774,-0.883046057731913,NA DWORZE: Czy dziecko mówi...,mowa,item_307
trawa,5.90690271302,0.616660006781199,NA DWORZE: Czy dziecko mówi...,mowa,item_308
ulica,4.55863547492658,-0.848409453601596,NA DWORZE: Czy dziecko mówi...,mowa,item_309
wiatr,5.01253457220085,-0.402236403288599,NA DWORZE: Czy dziecko mówi...,mowa,item_310
woda,4.30730044979601,1.95541086042977,NA DWORZE: Czy dziecko mówi...,mowa,item_311
ziemia,4.51640165838579,-1.26384064396822,NA DWORZE: Czy dziecko mówi...,mowa,item_312
apteka,3.54790708314827,-1.9995432986356,"MIEJSCA, GDZIE MOŻNA PÓJŚĆ: Czy dziecko mówi...",mowa,item_313
dom,4.11711456926153,2.93445926473126,"MIEJSCA, GDZIE MOŻNA PÓJŚĆ: Czy dziecko mówi...",mowa,item_314
góry,2.8424206810451,-1.73340904758432,"MIEJSCA, GDZIE MOŻNA PÓJŚĆ: Czy dziecko mówi...",mowa,item_315
kościół,3.38962637715641,-0.474284210029132,"MIEJSCA, GDZIE MOŻNA PÓJŚĆ: Czy dziecko mówi...",mowa,item_317
las,3.30209181938262,0.156095852882097,"MIEJSCA, GDZIE MOŻNA PÓJŚĆ: Czy dziecko mówi...",mowa,item_318
miasto,3.62306884424158,-1.72169763256122,"MIEJSCA, GDZIE MOŻNA PÓJŚĆ: Czy dziecko mówi...",mowa,item_319
morze,3.15127794264586,-1.13523113519446,"MIEJSCA, GDZIE MOŻNA PÓJŚĆ: Czy dziecko mówi...",mowa,item_320
poczta,3.3594443328348502,-2.28277560886711,"MIEJSCA, GDZIE MOŻNA PÓJŚĆ: Czy dziecko mówi...",mowa,item_323
podwórko,3.25608451105514,-0.769652078636938,"MIEJSCA, GDZIE MOŻNA PÓJŚĆ: Czy dziecko mówi...",mowa,item_324
praca,3.70924999007526,0.230871383141102,"MIEJSCA, GDZIE MOŻNA PÓJŚĆ: Czy dziecko mówi...",mowa,item_325
rzeka,3.77968434810495,-1.83947653346605,"MIEJSCA, GDZIE MOŻNA PÓJŚĆ: Czy dziecko mówi...",mowa,item_326
sklep,4.87075476488146,1.21815686123931,"MIEJSCA, GDZIE MOŻNA PÓJŚĆ: Czy dziecko mówi...",mowa,item_327
